Source	NCIt Subset Code	FDA Subset Name	NCIt Concept Code	FDA Source Code	FDA Source PT	FDA Source Synonym(s)	FDA Source Definition	NCIt Definition	Parent Concept's NCIt Concept Code	Parent Concept's FDA Source Code	Parent Concept's FDA Source PT
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50338	3056	ENDOSCOPIC ACCESSORY			A supplementary device or component designed to work with an endoscope.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49941	803	EQUALIZER			An electronic device designed to alter the frequency of a signal, usually to adjust for distortion.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50049	454	EPROM (ERASABLE PROGRAMMABLE READ ONLY MEMORY)			A type of read only memory device that can be written to after manufacture, erased, and reused.	C50050	503	PROM (PROGRAMMABLE READ ONLY MEMORY)
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49942	804	EVAPORATOR			A device designed either to drive a volatile solvent from a material or to cause vaporization within a heating/cooling system.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49957	455	EXHALATION FILTER			A filter designed to remove something from the expiration stream of a ventilator.	C49956	816	FILTER
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50247	531	VALVE, EXHALATION			A valve designed to allow the escape of exhaled gases from a respirator or respiration system.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49943	805	EXPANDER			A device designed to stretch or enlarge a structure.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49944	806	EXTENDER			A device designed to lengthen a structure.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50359	3057	EXTERNAL FIBEROPTIC			A fiberoptic device designed to remain outside of the body.	C50358	3059	FIBEROPTIC
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49945	807	EXTRACTOR			A device designed to remove or separate a material or object from some other material or object.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49946	808	EYELET			A device designed to create a hole in an object for the passage of a cord.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49947	809	FAN			A device designed to create an air current through the rotation of a planar surface.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49948	810	FASTENER			A device designed to hold something in place.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49949	811	FEEDTHRU			A device designed to allow a connection to pass through a structural component of a device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49950	812	FERRULE			A metal cap designed to strengthen the end of an implement.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49952	814	FIBER			Any device made from a long, slender material.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50362	3058	FIBERGUIDE			A device designed to assist in installation of fiberoptic cables.	C49974	829	GUIDE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50348	3060	FIBEROPTIC CLADDING			A material designed to form an outer protective surface on an optical fiber.	C50358	3059	FIBEROPTIC
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50349	3061	FIBEROPTIC CLEAVER			A device designed for cutting an optical fiber and processing the ends for attachment.	C50358	3059	FIBEROPTIC
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50358	3059	FIBEROPTIC			A device made with thin glass fibers as a conduit for transmission of light.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49951	813	FET (FIELD EFFECT TRANSISTOR)			A transistor designed so that current through it is controlled by a variable electric field.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49955	815	FILM			A photographic material designed to capture an image upon exposure to electromagnetic radiation.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C76119	3062	FILM CARTRIDGE			A device to hold an amout of film and facilitate its loading into a device.	C49955	815	FILM
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C69444	3063	FILM PROCESSOR			A device designed to chemically treat film to develop the images on it.	C50122	919	PROCESSOR
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49956	816	FILTER			A device designed to remove something from whatever passes through it.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49959	457	FLANGE			A protruding edge designed to strengthen or stabilize a device or facilitate its attachment to a surface.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50248	532	VALVE, FLAP			A valve that is hinged on one edge.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49960	817	FLASHER			An electric device designed to repeatedly and rapidly turn a light on and off.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50249	533	VALVE, FLOW			A valve designed to regulate the flow of fluid, especially one designed to prevent flow when a certain flow rate is exceeded.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50054	458	FLOWMETER			A device designed to measure the flow rate of a fluid.	C50052	462	GAUGES/METERS
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49961	818	FOIL			A thin, flexible sheet of metal.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49962	819	FOOT PEDAL			A lever designed to be operated with the foot.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50202	459	FOOT SWITCH			A switch designed to be actuated by foot pressure.	C50199	519	SWITCHES
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49963	820	FRAME			A structure designed to support or contain an object.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50002	460	FUNCTION INDICATOR			A device designed to monitor a specific function of a system.	C50001	844	INDICATOR
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50284	3064	FUNCTION INDICATOR LIGHT			A lighted component that is part of a function indicator.	C50002	460	FUNCTION INDICATOR
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49964	564	FUNCTION LID				C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49965	821	FURNACE			An enclosed chamber designed to produce heat.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49966	822	FUSE			An electrical device designed to stop the flow of current when an overload condition exists.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50314	3065	GAS DELIVERY SYSTEM			A system designed to supply a gas flow to another device or system.	C50311	3116	SYSTEM
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49967	461	GAS SCAVENGING			A device designed to remove certain gases from a gas stream or environment.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49968	823	GASKET			A preformed material designed to form a seal between connecting surfaces.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50052	462	GAUGES/METERS	METER		A device designed to give a visual indication of the condition of a system.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49969	565	GEARS	GEAR		A toothed wheel designed to mesh with another toothed object and transmit motion.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49970	825	GENERATOR			An engine designed to produce electricity or a device designed to produce a vapor or gas.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49971	826	GRILLE			A framework of bars designed as a covering or divider.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49972	827	GROMMET			A ring-like device designed for lining a round opening for reinforcement or protection.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49973	828	GROUND STRAP			A wire cable or strap designed to carry current safely away from an electronic device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49974	829	GUIDE			A device designed to help direct the passage of another object.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50271	463	GUIDEWIRE			A flexible wire designed to help position medical devices within the body.	C50269	430	WIRE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50281	3066	HAND IMMOBILIZER			A device designed to limit the movement of the hand such as a splint for therapy or a restraint for phlebotomy.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50275	3067	HANDPIECE			A part of a mechanical device designed to be used while held in the hand.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50276	3068	HANDREST			A part of a device designed to stabilize or support the hand.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49977	830	HANDSET			The part of a telephone that has the earpiece and mouthpiece and is designed to be held in the hand.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50277	3069	HAPTIC			A device designed to give physical feedback in a remote control system.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49980	832	HEADS			A projection on the end of an object	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49978	464	HEADER			A pipe containing multiple feeder pipes, especially the exhaust pipe that connects to each cylinder of an engine.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49979	831	HEADPHONE			A device with sound speakers designed to be worn on the head in proximity to the ears.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49982	833	HEADSET			An accessory for a telephone that is worn on the head and designed to allow handsfree conversation.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49983	465	HEART VALVE CAGE			The part of a mechanical heart valve designed to contain and guide the occluder ball in a cage and ball valve.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50029	466	HEART VALVE LEAFLET			A mechanical heart valve where the valve mechanisms consists of two thin blades that hinge from the center and regulate the flow of blood.	C50283	3081	LEAFLET
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50150	834	HEART VALVE SEWING RING			A ring of supportive material around a heart valve designed to provide a stable surface for attachment to surrounding tissues.	C50148	943	RING
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49984	835	HEAT EXCHANGER			A device designed to transfer heat between fluids across a barrier or to the environment.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49985	836	HEAT SINK			A thermally conductive structure designed to carry heat away from an electronic device.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49986	467	HEATER			A device designed to generate heat.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49987	566	HEATER ROD			The rod-like part of certain heaters from which the radiant energy is released.	C49755	3049	DEVICE COMPONENT OR ACCESSORY
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49880	567	HELIFIX COIL			A coil designed to allow a Helifix pacing electrode to be placed in the endocardium.	C49877	761	COIL
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50335	3070	HEMO VALVE			A device component of a catheter assembly designed to prevent backflow of blood and thus minimize inadvertent blood loss while accessing the vasculature.	C50243	527	VALVE
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C50302	3071	HERMETIC SEAL			A seal designed to be airtight.	C50163	432	SEAL
FDA	C54577	Medical Device Component Or Accessory Terminology FDA CDRH	C49817	407	ALARM, HIGH INSPIRATORY PRESSURE			A device designed to signal the occurrence of a high pressure event associated with a mechanical ventilation device.	C49816	412	ALARM, PRESSURE
